68582,SWITTI TM,Россия,,"to 72 countries., ПАВ. 2, ЗАЛ 5, СТЕНД 25C50 / PAV. 2, HALL 5, STAND 25C50, СВИТТИ, ТМ",8 800 300-8150,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.11962+00:00
68583,SGORVODA LLC,Россия,,"chocolate nutty paste., ПАВ. ФОРУМ, СТЕНД FM035 / PAV. FORUM, STAND FM035, СГОРВОДА",+7 (912) 899-6556,,,,,prodexpo_2025,,,2026-06-19T21:18:31.11962+00:00
68584,S-GROUP,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, С-ГРУП",,,,,,prodexpo_2025,,"{""stand"": ""82""}",2026-06-19T21:18:31.11962+00:00
68585,CDL,Россия,,"Russia, ПАВ. 8, ЗАЛ 2, СТЕНД 82A70 / PAV. 8, HALL 2, STAND 82A70, СДЛ",+7 (921) 034-1526,,,,,prodexpo_2025,,"{""stand"": ""82""}",2026-06-19T21:18:31.11962+00:00
68586,SEAL TRADE,Россия,,"Russia, ПАВ. 2, ЗАЛ 4, СТЕНД 24B04 / PAV. 2, HALL 4, STAND 24B04, СЕАЛ ТРЕЙД",+7 (921) 034-1526,,,,,prodexpo_2025,,"{""stand"": ""82""}",2026-06-19T21:18:31.415773+00:00
68587,NORTH AQUACULTURE,Россия,,"Russia, ПАВ. 2, ЗАЛ 6, СТЕНД 26B90 / PAV. 2, HALL 6, STAND 26B90, СЕВЕРНАЯ АКВАКУЛЬТУРА, ООО",+7 (921) 034-1526,,,,,prodexpo_2025,,"{""stand"": ""24""}",2026-06-19T21:18:31.415773+00:00
68588,NORTHERN LEAGUE,Россия,,"processing., ПАВ. 8, ЗАЛ 4, СТЕНД 84C75 / PAV. 8, HALL 4, STAND 84C75, СЕВЕРНАЯ ЛИГА, ООО",+7 (985) 003-3593,,,,,prodexpo_2025,,"{""stand"": ""84""}",2026-06-19T21:18:31.415773+00:00
68589,SEVERNOE MOLOKO,Россия,,"regions of the Russian Federation, as well as CIS countries., ПАВ. 1, ВЕРХНИЙ УРОВЕНЬ, СТЕНД 12C80 / PAV. 1, UPPER LEVEL, STAND 12C80, СЕВЕРНОЕ МОЛОКО",+7 (927) 285-0645,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68590,SEGMENTSITI,Россия,,"Russia, ПАВ. ФОРУМ, СТЕНД FF138 / PAV. FORUM, STAND FF138, СЕГМЕНТСИТИ",+7 (927) 285-0645,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68591,SELEZNEVA ANNA GENNADIEVNA IE,Россия,,"Russia, ПАВ. ПРИБРЕЖНЫЙ, СТЕНД RS01 / PAV. RIVERSIDE, STAND RS01, СЕЛЕЗНЁВА АННА ГЕННАДЬЕВНА, ИП",+7 (927) 285-0645,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68592,SEMILUKSKAYA TRAPEZA LLC,Россия,,"Volga-Caspian basin., ПАВ. 8, ЗАЛ 2, СТЕНД 82A80 / PAV. 8, HALL 2, STAND 82A80, СЕМИЛУКСКАЯ ТРАПЕЗА, ООО",+7 4737221673,,,,,prodexpo_2025,,"{""stand"": ""82""}",2026-06-19T21:18:31.415773+00:00
68593,SEMUSHKA,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СЕМУШКА ТД, ООО",+7 (903) 976-3676,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68594,SERGIEVO-POSAD MEAT PROCESSING PLANT,Россия,,"ral products of the highest quality in craft packaging., ПАВ. 2, ЗАЛ 5, СТЕНД 25C01 / PAV. 2, HALL 5, STAND 25C01, СЕРГИЕВО-ПОСАДСКИЙ МЯСОКОМБИНАТ, АО",+7 (496) 552-2121,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.415773+00:00
68595,SIBEKOV A. ZH.  IE,Россия,,"resents the Lozhka Lozhka chain of culinary shops., ПАВ. 2, ЗАЛ 2, СТЕНД 22D75 / PAV. 2, HALL 2, STAND 22D75, СИБЕКОВ А. Ж. , ИП",+7 (906) 483-6117,,,,,prodexpo_2025,,"{""stand"": ""22""}",2026-06-19T21:18:31.415773+00:00
68596,SIBIRSKAYA BELOCHKA PKF,Россия,,"ate with large networks. We are a reliable partner., ПАВ. 1, ВЕРХНИЙ УРОВЕНЬ, СТЕНД 12C10 / PAV. 1, UPPER LEVEL, STAND 12C10, СИБИРСКАЯ БЕЛОЧКА, ПКФ, ООО",+7 (3812) 32-97-02,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68597,SIBERIAN VODKA COMPANY LLC,Россия,,"and cookies., ПАВ. 2, ЗАЛ 3, СТЕНД 23C90 / PAV. 2, HALL 3, STAND 23C90, СИБИРСКАЯ ВОДОЧНАЯ КОМПАНИЯ, ООО",+7 (3842) 45-21-25,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68598,COMPANY LLC,Россия,,"СИБИРСКАЯ ТЕМА, НАУЧНО-, ПРОИЗВОДСТВЕННАЯ ФИРМА, SIBERIAN THEME SCIENTIFIC AND PRODUCTION",+7 3522545253,,,,,prodexpo_2025,,"{""stand"": ""81""}",2026-06-19T21:18:31.415773+00:00
68599,SIBERIAN DOBRYNYA,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СИБИРСКИЙ ДОБРЫНЯ, ООО",+7 (923) 215-1750,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68600,SIBIRSKIY TRADE HOUSE LLC,Россия,,"try and in Kazakhstan., ПАВ. 2, ЗАЛ 5, СТЕНД 25D40 / PAV. 2, HALL 5, STAND 25D40, СИБИРСКИЙ ТОРГОВЫЙ ДОМ, ООО",+7 (913) 603-9897,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.415773+00:00
68601,SIBIRSKIY UKSUS,Россия,,"high-quality butter in various packages., ПАВ. ФОРУМ, СТЕНД FH100 / PAV. FORUM, STAND FH100, СИБИРСКИЙ УКСУС",+7 (39557) 7-08-07,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68602,SIBIRSKOE ZDOROVE MK,Россия,,"Russia, ПАВ. ФОРУМ, СТЕНД FA015 / PAV. FORUM, STAND FA015, СИБИРСКОЕ ЗДОРОВЬЕ МК",+7 (39557) 7-08-07,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68603,SIBIR KF,Россия,,"Russia, ПАВ. 1, ВЕРХНИЙ УРОВЕНЬ, СТЕНД 12C40 / PAV. 1, UPPER LEVEL, STAND 12C40, СИБИРЬ, КФ, ООО",+7 (39557) 7-08-07,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68604,SIBIRYAK TRADING HOUSE LLC,Россия,,"direction of sugar-free products., ПАВ. 2, ЗАЛ 3, СТЕНД 23C92 / PAV. 2, HALL 3, STAND 23C92, СИБИРЯК, ТОРГОВЫЙ ДОМ, ООО",+7 (495) 993-6255,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68605,SIBKOR-N LLC,Россия,,"trademarks are Kedrovy Bor, Tayozhny sbor., ПАВ. 2, ЗАЛ 6, СТЕНД 26A45 / PAV. 2, HALL 6, STAND 26A45, СИБКОР-Н, ООО",+7 (383) 240-8224,,,,,prodexpo_2025,,"{""stand"": ""26""}",2026-06-19T21:18:31.415773+00:00
68606,SIBSNACK,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СИБСНЭК, ООО",+7 (381) 291-0061,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68607,SibHolod™ (Tarasova G.  N.  IE),Россия,,"of the most demanding customers., ПАВ. 2, ЗАЛ 2, СТЕНД 22C84 / PAV. 2, HALL 2, STAND 22C84, СибХолод™ (Тарасова Г.  Н. , ИП)",+7 (3812) 711-402,,,,,prodexpo_2025,,"{""stand"": ""22""}",2026-06-19T21:18:31.415773+00:00
68608,SIGMA HOLDING,Россия,,"GOznakST, Chestnyj Povar., ПАВ. ФОРУМ, СТЕНД FW060 / PAV. FORUM, STAND FW060, СИГМА-ХОЛДИНГ",+7 (35139) 75149,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68609,CIDER HOUSE,Россия,,"etable oils and processed products., ПАВ. 1, СТЕНД 1F80 / PAV. 1, STAND 1F80, СИДР ХАУС, ООО",+7 (495) 177-1264,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.415773+00:00
68610,SILA ROSY,Россия,,"cider., ПАВ. ЦЕНТРАЛЬНЫЙ, СТЕНД CB46 / PAV. CENTRAL, STAND CB46, СИЛА РОСЫ, ООО",+7 (920) 911-0099,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68611,C-PROJECT,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СИ-ПРОДЖЕКТ, АО",+7 (812) 322-9202,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68612,SIRIUS LLC,Россия,,"cery products, canned and snack products., ПАВ. 1, СТЕНД 1B60 / PAV. 1, STAND 1B60, СИРИУС, ООО",+7 (495) 479-9999,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.415773+00:00
68613,SISTEMA NPG,Россия,,"and vegetable preserves from Armenia., ПАВ. ЦЕНТР-ФОРУМ, СТЕНД CF20 / PAV. CENTR-FORUM, STAND CF20, СИСТЕМА, НПГ, ООО",+7 (812) 321-9677,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68614,SITNO,Россия,,"favorable conditions., ПАВ. 1, ВЕРХНИЙ УРОВЕНЬ, СТЕНД 12A55 / PAV. 1, UPPER LEVEL, STAND 12A55, СИТНО",+7 (3519) 499-4000,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68615,SKY LLC,Россия,,"ery and confectionery products., ПАВ. 8, ЗАЛ 2, СТЕНД 82C35 / PAV. 8, HALL 2, STAND 82C35, СКАЙ, ООО",+7 (499) 755-5105,,,,,prodexpo_2025,,"{""stand"": ""82""}",2026-06-19T21:18:31.415773+00:00
68616,SKICE,Россия,,"exclusive representative in Russia., ПАВ. 1, ВЕРХНИЙ УРОВЕНЬ, СТЕНД 12C90 / PAV. 1, UPPER LEVEL, STAND 12C90, СКАЙС, АО",+7 (495) 229-4787,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68617,SISTEMNOE RESHENIE,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СИСТЕМНОЕ РЕШЕНИЕ",+7 (495) 374-1700,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68618,SKIF,Россия,,"Russia, ПАВ. ЦЕНТРАЛЬНЫЙ, СТЕНД CB30 / PAV. CENTRAL, STAND CB30, СКИФ, OOO",+7 (495) 374-1700,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68619,SCOVILLE,Россия,,"Private Label. Trade in the Russian Federation and the CIS., ПАВ. 2, ЗАЛ 4, СТЕНД 24B40 / PAV. 2, HALL 4, STAND 24B40, СКОВИЛЛ, ООО",+7 (985) 950-4877,,,,,prodexpo_2025,,"{""stand"": ""24""}",2026-06-19T21:18:31.415773+00:00
68620,SKOPINSKY MEAT PROCESSING PLANT,Россия,,"ПАВ. 8, ЗАЛ 5, СТЕНД 85C40 / PAV. 8, HALL 5, STAND 85C40, СКОПИНСКИЙ МЯСОПЕРЕРАБАТЫВАЮЩИЙ, КОМБИНАТ, ООО",+7 (49156) 2-08-29,,,,,prodexpo_2025,,"{""stand"": ""85""}",2026-06-19T21:18:31.415773+00:00
68621,SLAVIA,Россия,,"finished products., ПАВ. 1, СТЕНД 1C35 / PAV. 1, STAND 1C35, СЛАВИЯ, ТПК",+7 (8412) 98-55-66,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.415773+00:00
68622,SLAVKOND LLC,Россия,,"unique line of round cracknels., ПАВ. 2, ЗАЛ 4, СТЕНД 24C28 / PAV. 2, HALL 4, STAND 24C28, СЛАВКОНД, ООО",+7 (4822) 57-08-38,,,,,prodexpo_2025,,"{""stand"": ""24""}",2026-06-19T21:18:31.415773+00:00
68623,SLAVCOFFEE,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СЛАВКОФЕ, ООО",+7 (495) 505-6198,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68624,SLAVYANKA Confectionery Association,Россия,,"the main chicory brand., ПАВ. 1, ВЕРХНИЙ УРОВЕНЬ, СТЕНД 12D72 / PAV. 1, UPPER LEVEL, STAND 12D72, СЛАВЯНКА Кондитерское объединение",8 800 770-0181,,,,,prodexpo_2025,,"{""stand"": ""12""}",2026-06-19T21:18:31.415773+00:00
68625,SLADA-YUG,Россия,,"cessing facility., ПАВ. 2, ЗАЛ 3, СТЕНД 23E10 / PAV. 2, HALL 3, STAND 23E10, СЛАДА-ЮГ",+7 (989) 199-9995,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68626,SLADEIA,Россия,,"always delight you with their taste and beauty., ПАВ. 2, ЗАЛ 3, СТЕНД 23E90 / PAV. 2, HALL 3, STAND 23E90, СЛАДЕЯ, ООО",+7 (910) 655-9356,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68627,SLADIS,Россия,,"Manufacturers of confectionery products., ПАВ. 8, ЗАЛ 4, СТЕНД 84C85 / PAV. 8, HALL 4, STAND 84C85, СЛАДИС, ООО",,,,,,prodexpo_2025,,"{""stand"": ""84""}",2026-06-19T21:18:31.415773+00:00
68628,SLADKAYA SKAZKA GROUP OF COMPANIES,Россия,,"pastry cookies, muffins, fruit jelly, oriental sweets and candies., ПАВ. 8, ЗАЛ 4, СТЕНД 84B10 / PAV. 8, HALL 4, STAND 84B10, СЛАДКАЯ СКАЗКА, ГРУППА КOМПАНИЙ, ООО",+7 (495) 787-5570,,,,,prodexpo_2025,,"{""stand"": ""84""}",2026-06-19T21:18:31.415773+00:00
68629,SLADOVYANKA KF,Россия,,"products for children and adults for more than 30 years., ПАВ. 2, ЗАЛ 3, СТЕНД 23B10 / PAV. 2, HALL 3, STAND 23B10, СЛАДОВЯНКА КФ",+7 (8332) 555-5,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68630,SLADKAYA SLOBODA,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СЛАДКАЯ СЛОБОДА, ООО",+7 (8332) 555-565,,,,,prodexpo_2025,,,2026-06-19T21:18:31.415773+00:00
68631,SWEET HOME,Россия,,"serts with soufflé., ПАВ. 2, ЗАЛ 3, СТЕНД 23D80 / PAV. 2, HALL 3, STAND 23D80, СЛАДКИЙ ДОМ",+7 (952) 062-5680,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68632,SWEET NUTS,Россия,,"Manufacturers of cakes, pastries, and handmade chocolates., ПАВ. 8, ЗАЛ 3, СТЕНД 83A10 / PAV. 8, HALL 3, STAND 83A10, СЛАДКИЙ ОРЕШЕК",+7 (949) 312-5761,,,,,prodexpo_2025,,"{""stand"": ""83""}",2026-06-19T21:18:31.415773+00:00
68633,SWEET FLOW,Россия,,"Russia, ПАВ. 2, ЗАЛ 3, СТЕНД 23D11 / PAV. 2, HALL 3, STAND 23D11, СЛАДКИЙ ПОТОК, ООО",+7 (949) 312-5761,,,,,prodexpo_2025,,"{""stand"": ""83""}",2026-06-19T21:18:31.415773+00:00
68634,SLADKODAROV,Россия,,"corn, tartlets., ПАВ. 8, ЗАЛ 3, СТЕНД 83A15 / PAV. 8, HALL 3, STAND 83A15, СЛАДКОДАРОВ, КОНДИТЕРСКАЯ ФАБРИКА",+7 8469720171,,,,,prodexpo_2025,,"{""stand"": ""83""}",2026-06-19T21:18:31.415773+00:00
68635,SLADONEZH,Россия,,"Russia and abroad., ПАВ. 2, ЗАЛ 3, СТЕНД 23B96 / PAV. 2, HALL 3, STAND 23B96, СЛАДОНЕЖ, ОАО",+7 (3812) 285-065,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.415773+00:00
68636,SLADUNITSA & CO.,Россия,,"CIS, Georgia, Afghanistan, China, Serbia, etc.), ПАВ. 2, ЗАЛ 3, СТЕНД 23D60 / PAV. 2, HALL 3, STAND 23D60, СЛАДУНИЦА И К, ООО",+7 (3812) 368710,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.829672+00:00
68637,SLADYANKA CONFECTIONERY FACTORY,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СЛАДЯНКА, КОНДИТЕРСКАЯ ФАБРИКА",+7 (3522) 500000,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68638,SLASTI CONFECTIONERY FACTORY LLC,Россия,,"rolls and pastries., ПАВ. 2, ЗАЛ 3, СТЕНД 23A20 / PAV. 2, HALL 3, STAND 23A20, СЛАСТИ, КОНДИТЕРСКАЯ ФАБРИКА, ООО",+7 (8482) 759 700,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.829672+00:00
68639,SLOBODSKIYE YAGODNIKI,Россия,,"standards and selling them throughout Russia and abroad., ПАВ. 2, ЗАЛ 2, СТЕНД 22C82 / PAV. 2, HALL 2, STAND 22C82, СЛОБОДСКИЕ ЯГОДНИКИ, ООО",+7 (985) 640-8220,,,,,prodexpo_2025,,"{""stand"": ""22""}",2026-06-19T21:18:31.829672+00:00
68640,SLOYANKA,Россия,,"cated products, canned products., ПАВ. 2, ЗАЛ 2, СТЕНД 22D45 / PAV. 2, HALL 2, STAND 22D45, СЛОЯНКА, ООО",+7 (909) 448-9876,,,,,prodexpo_2025,,"{""stand"": ""22""}",2026-06-19T21:18:31.829672+00:00
68641,SLUZHBIN YURIY MATVEEVICH IE,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СЛУЖБИН ЮРИЙ МАТВЕЕВИЧ, ИП",+7 (8412) 4-22-08,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68642,SM TIM LLC,Россия,,"cheeses, butter, whole milk products, dry dairy products., ПАВ. ФОРУМ, СТЕНД FG040 / PAV. FORUM, STAND FG040, СМ ТИМ, ООО",+7 (903) 005-0036,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68643,SMAK LLC,Россия,,"•	 Hezhai traditional Chinese instant noodles., ПАВ. ФОРУМ, СТЕНД FF010 / PAV. FORUM, STAND FF010, СМАК, ООО",+7 (950) 910-5944,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68644,SMART,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СМАРТ",+7 (35136) 666-23,,,,,prodexpo_2025,,"{""stand"": ""83""}",2026-06-19T21:18:31.829672+00:00
68645,SMART TRADE MPT,Россия,,"The leading brand is JINN., ПАВ. 2, ЗАЛ 3, СТЕНД 23C30 / PAV. 2, HALL 3, STAND 23C30, СМАРТ ТРЕЙД ЭМ ПИ ТИ, ООО",+7 (962) 556-9545,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.829672+00:00
68646,SMARTBAR GROUP LLC,Россия,,"Wholesale FMCG company. Foreign trade activities., ПАВ. 8, ЗАЛ 4, СТЕНД 84C70 / PAV. 8, HALL 4, STAND 84C70, СМАРТБАР ГРУПП, ООО",+7 (968) 420-3242,,,,,prodexpo_2025,,"{""stand"": ""84""}",2026-06-19T21:18:31.829672+00:00
68647,SNEZHNAYA KOROLEVA,Россия,,"cronized grain flour, unrefined rapeseed oil., ПАВ. 8, ЗАЛ 3, СТЕНД 83C30 / PAV. 8, HALL 3, STAND 83C30, СНЕЖНАЯ КОРОЛЕВА",+7 (988) 669-9999,,,,,prodexpo_2025,,"{""stand"": ""83""}",2026-06-19T21:18:31.829672+00:00
68648,SNACK CITY,Россия,,"Russia, ПАВ. 8, ЗАЛ 2, СТЕНД 82A70 / PAV. 8, HALL 2, STAND 82A70, СНЕК СИТИ",+7 (988) 669-9999,,,,,prodexpo_2025,,"{""stand"": ""83""}",2026-06-19T21:18:31.829672+00:00
68649,SNEKOPRODUKT,Россия,,"Russia, ПАВ. 2, ЗАЛ 5, СТЕНД 25A70 / PAV. 2, HALL 5, STAND 25A70, СНЕКОПРОДУКТ, ООО",+7 (988) 669-9999,,,,,prodexpo_2025,,"{""stand"": ""82""}",2026-06-19T21:18:31.829672+00:00
68650,SNACKMANIA,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СНЭКМАНИЯ, ООО",8 800 555-8587,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68651,SNACKPROD,Россия,,"snacks., ПАВ. 2, ЗАЛ 5, СТЕНД 25A65 / PAV. 2, HALL 5, STAND 25A65, СНЭКПРОД, ООО",+7 (929) 027-4727,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.829672+00:00
68652,SOBINSKY BAKERY PLANT,Россия,,"brand of chips., ПАВ. 2, ЗАЛ 5, СТЕНД 25A88 / PAV. 2, HALL 5, STAND 25A88, СОБИНСКИЙ ХЛЕБОКОМБИНАТ, АО",+7 (499) 322-4837,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.829672+00:00
68653,SNACKSY,Россия,,"athletes. We are the No. 1 manufacturer of cereal bars in Russia!, ПАВ. 8, ЗАЛ 4, СТЕНД 84C72 / PAV. 8, HALL 4, STAND 84C72, СНЭКСИ, ООО",+7 (991) 123-1191,,,,,prodexpo_2025,,"{""stand"": ""84""}",2026-06-19T21:18:31.829672+00:00
68654,SOBOLEV CHEESE LLC,Россия,,"oil, soy, pure composition., ПАВ. 2, ЗАЛ 5, СТЕНД 25A35 / PAV. 2, HALL 5, STAND 25A35, СОБОЛЕВ СЫР, ООО",+7 (982) 714-9599,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.829672+00:00
68655,SOBRANIE,Россия,,"Malachite, the analogue for Roquefort., ПАВ. ФОРУМ, СТЕНД FG192 / PAV. FORUM, STAND FG192, СОБРАНИЕ, ООО",+7 (4852) 59-50-30,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68656,SOJ,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СОДЖ, ООО",+7 (812) 421-95-47,,,,,prodexpo_2025,,"{""stand"": ""25""}",2026-06-19T21:18:31.829672+00:00
68657,SOZVEZDIE,Россия,,"Healthy can be tasty!, ПАВ. 2, ЗАЛ 6, СТЕНД 26B15 / PAV. 2, HALL 6, STAND 26B15, СОЗВЕЗДИЕ, ООО",+7 (926) 533-3392,,,,,prodexpo_2025,,"{""stand"": ""26""}",2026-06-19T21:18:31.829672+00:00
68658,SOYMIK,Россия,,"of products under the private label., ПАВ. 1, СТЕНД 1B40 / PAV. 1, STAND 1B40, СОЙМИК, ООО",+7 (812) 980-2737,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.829672+00:00
68659,SOCOL CONFECTIONERY FACTORY,Россия,,"Tofu pastes, sauces, soy meat., ПАВ. ФОРУМ, СТЕНД FC192 / PAV. FORUM, STAND FC192, СОКОЛ, КОНДИТЕРСКАЯ ФАБРИКА",+7 (495) 959-7092,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68660,SOLOMON GROUP,Россия,,"federal and regional networks, as well as on marketplaces., ПАВ. 2, ЗАЛ 3, СТЕНД 23C82 / PAV. 2, HALL 3, STAND 23C82, СОЛОМОН ГРУПП",,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.829672+00:00
68661,SOLNECHNAYA DOLINA,Россия,,"Скачивайте приложение Бакалея:, РЕКЛАМА, СОЛНЕЧНАЯ ДОЛИНА, АО",+7 (978) 903-9636,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68662,SOLARIS LTD,Россия,,"dry and liqueur wines, etc., ПАВ. 2, ЗАЛ 1, СТЕНД 21C50 / PAV. 2, HALL 1, STAND 21C50, СОЛЯРИС, ООО",+7 (910) 340-0014,,,,,prodexpo_2025,,"{""stand"": ""21""}",2026-06-19T21:18:31.829672+00:00
68663,SOSTRA-RUS TD,Россия,,"looking for new flavors., ПАВ. 8, ЗАЛ 4, СТЕНД 84C10 / PAV. 8, HALL 4, STAND 84C10, СОСТРА-РУС, ТД, ООО",+7 (495) 725-3223,,,,,prodexpo_2025,,"{""stand"": ""84""}",2026-06-19T21:18:31.829672+00:00
68664,SOFIYSKAYA TC,Россия,,"in Russia in soy sauces as well as in products for Asian cuisine., ПАВ. 1, СТЕНД 1E24 / PAV. 1, STAND 1E24, СОФИЙСКАЯ, ТК, ООО",+7 (967) 202-8228,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.829672+00:00
68665,SOCHINSKIYE SLADOSTI,Россия,,"Myasye, and Pate-Bruschett., ПАВ. ФОРУМ, СТЕНД FG020 / PAV. FORUM, STAND FG020, СОЧИНСКИЕ СЛАДОСТИ, ООО",+7 4852 594-888,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68666,SOYUZ-22,Россия,,"with different packaging options., ПАВ. 2, ЗАЛ 4, СТЕНД 24A75 / PAV. 2, HALL 4, STAND 24A75, СОЮЗ-22, ООО",+7 4012308999,,,,,prodexpo_2025,,"{""stand"": ""24""}",2026-06-19T21:18:31.829672+00:00
68667,SOYUZPISHCHEPROM ASSOCIATION LLC,Россия,,"ПАВИЛЬОН ФОРУМ, СТЕНД FD020, СОЮЗПИЩЕПРОМ ОБЪЕДИНЕНИЕ, ООО",+7 (351) 7421660,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68668,SOYUZEKSPERTIZA,Россия,,"“From field to counter” is the main principle of our company., ПАВ. ФОРУМ, СТЕНД FE050 / PAV. FORUM, STAND FE050, СОЮЗЭКСПЕРТИЗА ТПП РФ, АНО",+7 (495) 660-5868,,,,,prodexpo_2025,,,2026-06-19T21:18:31.829672+00:00
68669,SP MIRNY,Россия,,"dustry of the Russian Federation., ПАВ. 8, ЗАЛ 5, СТЕНД 85A40 / PAV. 8, HALL 5, STAND 85A40, СП МИРНЫЙ, ООО",+7 (495) 249-1716,,,,,prodexpo_2025,,"{""stand"": ""85""}",2026-06-19T21:18:31.829672+00:00
68670,SOYUZPROMPTITSA,Россия,,"and soy sauces., ПАВ. 1, СТЕНД 1A62 / PAV. 1, STAND 1A62, СОЮЗПРОМПТИЦА",,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.829672+00:00
68671,SPICE EXPERT,Россия,,"Russia, ПАВ. 8, ЗАЛ 2, СТЕНД 82C10 / PAV. 8, HALL 2, STAND 82C10, СПАЙС ЭКСПЕРТ ПК",,,,,,prodexpo_2025,,"{""stand"": ""1""}",2026-06-19T21:18:31.829672+00:00
68672,SPETSIALIST LLC,Россия,,"confectionery products., ПАВ. 2, ЗАЛ 3, СТЕНД 23E52 / PAV. 2, HALL 3, STAND 23E52, СПЕЦИАЛИСТ, ООО",+7 (3854) 30-58-89,,,,,prodexpo_2025,,"{""stand"": ""23""}",2026-06-19T21:18:31.829672+00:00
